#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
10,15,8,30,0.10,0.00,0.10,0.00,0.10,8.77,8.61,362.65,24.17,24.05,20.70,90.21,20.98,0.09,0.09
10,15,9,0,0.14,0.00,0.14,0.00,0.14,12.74,12.51,369.39,34.49,25.73,20.85,90.15,20.97,0.13,0.13
10,15,9,30,0.19,0.00,0.19,0.00,0.19,16.76,16.46,373.02,44.94,27.41,21.00,90.24,20.99,0.17,0.17
10,15,10,0,0.32,0.05,0.27,0.00,0.31,28.74,28.22,378.71,75.88,33.21,22.20,90.07,20.95,0.30,0.29
10,15,10,30,0.45,0.10,0.35,0.00,0.43,40.01,39.29,379.11,105.54,38.84,23.40,89.41,20.79,0.41,0.41
10,15,11,0,0.47,0.10,0.37,0.00,0.44,41.70,40.94,379.38,109.90,39.30,23.20,89.38,20.79,0.43,0.42
10,15,11,30,0.49,0.11,0.38,0.00,0.46,43.40,42.62,379.62,114.32,39.76,23.00,89.33,20.78,0.45,0.44
10,15,12,0,0.43,0.07,0.36,0.00,0.41,37.66,36.98,378.96,99.38,37.92,23.40,89.52,20.82,0.39,0.38
10,15,12,30,0.37,0.03,0.34,0.00,0.36,32.46,31.88,377.88,85.91,36.30,23.80,89.59,20.84,0.34,0.33
10,15,13,0,0.40,0.06,0.34,0.00,0.38,35.28,34.65,378.19,93.29,37.51,23.90,89.48,20.81,0.36,0.36
10,15,13,30,0.44,0.10,0.34,0.00,0.41,38.62,37.92,378.39,102.06,38.92,24.00,89.31,20.77,0.40,0.39
10,15,14,0,0.30,0.05,0.25,0.00,0.28,26.51,26.04,376.59,70.40,33.85,23.65,89.72,20.87,0.27,0.27
10,15,14,30,0.16,0.00,0.15,0.00,0.16,13.91,13.66,368.28,37.78,28.66,23.30,89.58,20.83,0.14,0.14
10,15,15,0,0.12,0.00,0.12,0.00,0.12,10.32,10.14,363.41,28.41,26.57,22.60,89.68,20.86,0.11,0.10
10,15,15,30,0.08,0.00,0.08,0.00,0.08,6.78,6.66,356.14,19.04,24.49,21.90,90.16,20.97,0.07,0.07
10,15,16,0,0.05,0.00,0.05,0.00,0.05,4.31,4.23,349.03,12.34,22.77,21.15,91.80,21.35,0.04,0.04
10,15,16,30,0.02,0.00,0.02,0.00,0.02,1.92,1.89,332.79,5.77,21.05,20.40,101.44,23.59,0.02,0.02
10,15,17,0,0.01,0.00,0.01,0.00,0.01,1.37,1.35,326.79,4.20,20.58,20.15,111.56,25.95,0.01,0.01
10,15,17,30,0.01,0.00,0.01,0.00,0.01,0.83,0.81,316.35,2.61,20.09,19.90,149.48,34.77,0.01,0.01
10,15,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,19.75,0.00,0.00,0.00,0.00
10,15,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.60,19.60,0.00,0.00,0.00,0.00
10,15,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,19.50,0.00,0.00,0.00,0.00
10,15,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.40,19.40,0.00,0.00,0.00,0.00
10,15,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.20,19.20,0.00,0.00,0.00,0.00
10,15,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
10,15,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,18.80,0.00,0.00,0.00,0.00
10,15,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,15,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,18.20,0.00,0.00,0.00,0.00
10,15,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,17.80,0.00,0.00,0.00,0.00
10,15,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,17.35,0.00,0.00,0.00,0.00
10,15,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.90,16.90,0.00,0.00,0.00,0.00
10,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.80,16.80,0.00,0.00,0.00,0.00
10,16,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.80,16.80,0.00,0.00,0.00,0.00
10,16,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.65,16.65,0.00,0.00,0.00,0.00
10,16,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,16.50,0.00,0.00,0.00,0.00
10,16,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.95,16.95,0.00,0.00,0.00,0.00
10,16,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,17.40,0.00,0.00,0.00,0.00
10,16,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,17.45,0.00,0.00,0.00,0.00
10,16,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,17.50,0.00,0.00,0.00,0.00
10,16,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,17.55,0.00,0.00,0.00,0.00
10,16,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.60,17.60,0.00,0.00,0.00,0.00
10,16,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.05,17.05,0.00,0.00,0.00,0.00
10,16,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,16.50,0.00,0.00,0.00,0.00
10,16,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.35,16.35,0.00,0.00,0.00,0.00
10,16,6,30,0.02,0.00,0.02,0.00,0.02,2.35,2.31,341.69,6.89,17.02,16.20,99.16,23.06,0.02,0.02
10,16,7,0,0.13,0.09,0.04,0.00,0.10,8.17,8.03,349.46,23.39,21.47,17.10,64.48,15.00,0.08,0.08
10,16,7,30,0.21,0.15,0.06,0.00,0.17,13.59,13.34,352.27,38.57,25.14,18.00,65.70,15.28,0.14,0.14
10,16,8,0,0.32,0.24,0.08,0.00,0.27,21.39,21.00,326.73,65.46,29.58,18.80,68.49,15.93,0.22,0.22
10,16,8,30,0.42,0.32,0.10,0.00,0.36,32.08,31.51,352.69,90.97,34.03,19.60,76.70,17.84,0.33,0.33
10,16,9,0,0.52,0.41,0.11,0.00,0.45,45.17,44.36,376.02,120.12,37.93,20.25,88.14,20.50,0.47,0.46
10,16,9,30,0.62,0.50,0.11,0.00,0.53,54.05,49.50,382.55,141.29,41.81,20.90,83.17,20.74,0.56,0.51
10,16,10,0,0.61,0.42,0.19,0.00,0.54,53.93,49.50,382.11,141.14,42.19,21.30,83.25,20.72,0.56,0.51
10,16,10,30,0.61,0.34,0.27,0.00,0.54,53.54,49.50,381.70,140.26,42.46,21.70,83.79,20.70,0.55,0.51
10,16,11,0,0.70,0.45,0.24,0.00,0.62,60.85,49.50,380.69,159.84,45.47,21.70,73.19,20.55,0.63,0.51
10,16,11,30,0.78,0.57,0.21,0.00,0.69,67.69,49.50,379.33,178.45,48.35,21.70,65.27,20.38,0.70,0.51
10,16,12,0,0.64,0.36,0.28,0.00,0.57,55.95,49.50,381.82,146.54,43.07,21.35,80.08,20.67,0.58,0.51
10,16,12,30,0.48,0.16,0.33,0.00,0.45,42.85,42.08,381.76,112.24,37.45,21.00,89.90,20.91,0.44,0.43
10,16,13,0,0.54,0.24,0.30,0.00,0.49,47.51,46.65,382.85,124.08,39.34,21.05,89.61,20.84,0.49,0.48
10,16,13,30,0.59,0.32,0.27,0.00,0.53,52.04,49.50,382.52,136.05,41.22,21.10,86.47,20.76,0.54,0.51
10,16,14,0,0.51,0.26,0.25,0.00,0.46,45.52,44.70,383.01,118.84,38.45,20.95,89.76,20.88,0.47,0.46
10,16,14,30,0.44,0.20,0.24,0.00,0.39,38.86,38.16,381.79,101.80,35.68,20.80,90.14,20.97,0.40,0.39
10,16,15,0,0.40,0.20,0.20,0.00,0.35,35.30,34.67,381.37,92.57,34.35,20.85,90.26,20.99,0.36,0.36
10,16,15,30,0.36,0.20,0.16,0.00,0.31,31.99,31.42,380.78,84.02,33.12,20.90,90.34,21.01,0.33,0.32
10,16,16,0,0.27,0.16,0.11,0.00,0.23,24.26,23.82,379.01,64.00,29.65,20.40,90.53,21.06,0.25,0.25
10,16,16,30,0.19,0.11,0.07,0.00,0.16,16.83,16.53,374.12,44.99,26.32,19.90,90.51,21.05,0.17,0.17
10,16,17,0,0.11,0.06,0.05,0.00,0.09,9.79,9.61,365.57,26.78,23.18,19.45,90.47,21.04,0.10,0.10
10,16,17,30,0.02,0.00,0.02,0.00,0.02,1.96,1.93,334.57,5.87,19.67,19.00,101.51,23.61,0.02,0.02
10,16,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,16,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,18.20,0.00,0.00,0.00,0.00
10,16,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.75,17.75,0.00,0.00,0.00,0.00
10,16,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,17.30,0.00,0.00,0.00,0.00
10,16,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,16.45,0.00,0.00,0.00,0.00
10,16,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,15.60,0.00,0.00,0.00,0.00
10,16,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.15,15.15,0.00,0.00,0.00,0.00
10,16,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,14.70,0.00,0.00,0.00,0.00
10,16,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.45,14.45,0.00,0.00,0.00,0.00
10,16,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.20,14.20,0.00,0.00,0.00,0.00
10,16,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.10,14.10,0.00,0.00,0.00,0.00
10,16,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00
10,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,17,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,17,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,17,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,17,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.05,13.05,0.00,0.00,0.00,0.00
10,17,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,12.90,0.00,0.00,0.00,0.00
10,17,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.80,12.80,0.00,0.00,0.00,0.00
10,17,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,12.70,0.00,0.00,0.00,0.00
10,17,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.65,12.65,0.00,0.00,0.00,0.00
10,17,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,12.60,0.00,0.00,0.00,0.00
10,17,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,12.60,0.00,0.00,0.00,0.00
10,17,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,12.60,0.00,0.00,0.00,0.00
10,17,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.75,12.75,0.00,0.00,0.00,0.00
10,17,6,30,0.01,0.00,0.01,0.00,0.01,1.28,1.25,332.36,3.84,13.27,12.90,118.59,27.58,0.01,0.01
10,17,7,0,0.04,0.00,0.04,0.00,0.04,3.34,3.28,350.44,9.54,14.70,13.50,95.72,22.26,0.03,0.03
10,17,7,30,0.06,0.00,0.06,0.00,0.06,5.47,5.38,359.67,15.22,16.14,14.10,92.68,21.56,0.06,0.06
10,17,8,0,0.10,0.00,0.10,0.00,0.10,9.13,8.97,368.70,24.76,18.45,15.00,91.22,21.22,0.09,0.09
10,17,8,30,0.14,0.00,0.14,0.00,0.14,12.96,12.73,374.11,34.65,20.81,15.90,91.09,21.18,0.13,0.13
10,17,9,0,0.17,0.00,0.17,0.00,0.17,15.20,14.92,374.70,40.56,23.47,17.70,90.94,21.15,0.16,0.15
10,17,9,30,0.19,0.00,0.19,0.00,0.19,17.39,17.08,374.91,46.38,26.12,19.50,90.62,21.08,0.18,0.18
10,17,10,0,0.25,0.01,0.25,0.00,0.25,22.54,22.13,379.12,59.44,28.07,19.50,90.73,21.10,0.23,0.23
10,17,10,30,0.31,0.01,0.30,0.00,0.31,27.71,27.21,381.10,72.71,30.04,19.50,90.74,21.11,0.29,0.28
10,17,11,0,0.26,0.00,0.25,0.00,0.25,22.83,22.42,379.07,60.23,28.39,19.70,90.68,21.09,0.24,0.23
10,17,11,30,0.20,0.00,0.20,0.00,0.20,18.03,17.70,374.98,48.07,26.77,19.90,90.54,21.06,0.19,0.18
10,17,12,0,0.22,0.00,0.21,0.00,0.22,19.31,18.96,375.72,51.39,27.36,20.00,90.55,21.06,0.20,0.20
10,17,12,30,0.23,0.00,0.23,0.00,0.23,20.60,20.23,376.38,54.73,27.95,20.10,90.55,21.06,0.21,0.21
10,17,13,0,0.29,0.03,0.26,0.00,0.29,26.25,25.78,379.95,69.09,30.20,20.20,90.58,21.07,0.27,0.27
10,17,13,30,0.36,0.06,0.30,0.00,0.34,32.27,31.69,381.43,84.61,32.61,20.30,90.48,21.05,0.33,0.33
10,17,14,0,0.34,0.06,0.28,0.00,0.32,30.05,29.50,381.05,78.85,31.65,20.20,90.55,21.06,0.31,0.30
10,17,14,30,0.31,0.05,0.26,0.00,0.29,27.84,27.34,380.55,73.16,30.70,20.10,90.60,21.07,0.29,0.28
10,17,15,0,0.27,0.06,0.22,0.00,0.26,24.37,23.93,379.44,64.22,29.28,20.00,90.63,21.08,0.25,0.25
10,17,15,30,0.24,0.06,0.18,0.00,0.22,21.22,20.84,376.90,56.30,27.98,19.90,90.61,21.07,0.22,0.22
10,17,16,0,0.16,0.03,0.12,0.00,0.14,13.91,13.66,372.02,37.40,24.70,19.40,90.53,21.06,0.14,0.14
10,17,16,30,0.08,0.01,0.07,0.00,0.08,6.97,6.84,360.59,19.33,21.55,18.90,90.90,21.14,0.07,0.07
10,17,17,0,0.05,0.00,0.04,0.00,0.04,4.24,4.16,351.59,12.06,19.73,18.15,92.73,21.57,0.04,0.04
10,17,17,30,0.02,0.00,0.02,0.00,0.02,1.67,1.64,333.12,5.01,17.94,17.40,106.18,24.69,0.02,0.02
10,17,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,16.70,0.00,0.00,0.00,0.00
10,17,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00
10,17,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,15.20,0.00,0.00,0.00,0.00
10,17,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,14.40,0.00,0.00,0.00,0.00
10,17,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,13.80,0.00,0.00,0.00,0.00
10,17,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,17,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,13.00,0.00,0.00,0.00,0.00
10,17,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.80,12.80,0.00,0.00,0.00,0.00
10,17,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.35,12.35,0.00,0.00,0.00,0.00
10,17,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,11.90,0.00,0.00,0.00,0.00
10,17,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,11.60,0.00,0.00,0.00,0.00
10,17,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,11.30,0.00,0.00,0.00,0.00
10,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,10.70,0.00,0.00,0.00,0.00
10,18,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,10.70,0.00,0.00,0.00,0.00
10,18,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.60,10.60,0.00,0.00,0.00,0.00
10,18,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,10.50,0.00,0.00,0.00,0.00
10,18,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,10.20,0.00,0.00,0.00,0.00
10,18,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,9.90,0.00,0.00,0.00,0.00
10,18,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,9.90,0.00,0.00,0.00,0.00
10,18,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,9.90,0.00,0.00,0.00,0.00
10,18,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,10.05,0.00,0.00,0.00,0.00
10,18,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,10.20,0.00,0.00,0.00,0.00
10,18,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,10.40,0.00,0.00,0.00,0.00
10,18,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.60,10.60,0.00,0.00,0.00,0.00
10,18,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.60,10.60,0.00,0.00,0.00,0.00
10,18,6,30,0.02,0.00,0.02,0.00,0.02,2.10,2.06,344.61,6.09,11.30,10.60,103.15,23.99,0.02,0.02
10,18,7,0,0.08,0.03,0.05,0.00,0.07,6.23,6.11,359.93,17.30,14.16,11.30,75.04,17.45,0.06,0.06
10,18,7,30,0.15,0.06,0.08,0.00,0.13,10.74,10.55,366.07,29.35,16.94,12.00,75.11,17.47,0.11,0.11
10,18,8,0,0.27,0.16,0.11,0.00,0.23,19.35,19.00,363.54,53.23,23.10,13.95,72.98,16.97,0.20,0.20
10,18,8,30,0.39,0.26,0.14,0.00,0.34,30.39,29.84,355.99,85.37,29.25,15.90,78.54,18.27,0.31,0.31
10,18,9,0,0.50,0.37,0.13,0.00,0.43,43.76,42.97,378.42,115.63,34.90,17.90,88.81,20.66,0.45,0.44
10,18,9,30,0.60,0.49,0.12,0.00,0.52,53.33,49.50,383.73,138.97,40.46,19.90,84.60,20.82,0.55,0.51
10,18,10,0,0.68,0.55,0.12,0.00,0.59,59.12,49.50,381.96,154.77,43.83,20.85,75.68,20.64,0.61,0.51
10,18,10,30,0.75,0.62,0.12,0.00,0.65,64.77,49.50,379.84,170.53,47.22,21.80,68.43,20.45,0.67,0.51
10,18,11,0,0.70,0.49,0.21,0.00,0.61,61.03,49.50,380.96,160.19,45.27,21.45,73.02,20.56,0.63,0.51
10,18,11,30,0.65,0.36,0.29,0.00,0.58,56.86,49.50,381.99,148.84,43.17,21.10,78.80,20.67,0.59,0.51
10,18,12,0,0.63,0.32,0.30,0.00,0.56,55.11,49.50,381.92,144.30,42.73,21.35,81.37,20.69,0.57,0.51
10,18,12,30,0.61,0.29,0.32,0.00,0.54,53.36,49.50,381.83,139.74,42.28,21.60,84.11,20.71,0.55,0.51
10,18,13,0,0.64,0.38,0.26,0.00,0.57,55.98,49.50,381.25,146.84,43.62,21.85,79.91,20.64,0.58,0.51
10,18,13,30,0.68,0.47,0.20,0.00,0.59,58.89,49.50,380.54,154.76,45.08,22.10,75.68,20.56,0.61,0.51
10,18,14,0,0.59,0.39,0.20,0.00,0.52,52.07,49.50,381.73,136.41,41.97,21.80,86.23,20.72,0.54,0.51
10,18,14,30,0.51,0.30,0.21,0.00,0.45,45.07,44.26,381.24,118.23,38.85,21.50,89.64,20.85,0.47,0.46
10,18,15,0,0.41,0.22,0.19,0.00,0.36,36.59,35.93,380.80,96.10,35.57,21.55,90.04,20.94,0.38,0.37
10,18,15,30,0.31,0.14,0.17,0.00,0.27,27.52,27.02,378.97,72.61,32.12,21.60,90.23,20.99,0.28,0.28
10,18,16,0,0.24,0.12,0.12,0.00,0.21,21.35,20.96,375.82,56.80,29.26,21.10,90.33,21.01,0.22,0.22
10,18,16,30,0.17,0.10,0.07,0.00,0.15,15.43,15.16,372.31,41.45,26.50,20.60,90.30,21.00,0.16,0.16
10,18,17,0,0.11,0.06,0.04,0.00,0.09,9.65,9.48,364.98,26.45,23.54,19.85,90.38,21.02,0.10,0.10
10,18,17,30,0.02,0.00,0.02,0.00,0.02,1.94,1.90,334.21,5.79,19.76,19.10,101.77,23.67,0.02,0.02
10,18,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,18.75,0.00,0.00,0.00,0.00
10,18,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,18,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.75,17.75,0.00,0.00,0.00,0.00
10,18,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.10,17.10,0.00,0.00,0.00,0.00
10,18,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,16.45,0.00,0.00,0.00,0.00
10,18,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,15.80,0.00,0.00,0.00,0.00
10,18,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,15.10,0.00,0.00,0.00,0.00
10,18,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,14.40,0.00,0.00,0.00,0.00
10,18,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.15,14.15,0.00,0.00,0.00,0.00
10,18,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.90,13.90,0.00,0.00,0.00,0.00
10,18,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.70,13.70,0.00,0.00,0.00,0.00
10,18,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,13.50,0.00,0.00,0.00,0.00
10,19,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00
10,19,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00
10,19,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,12.30,0.00,0.00,0.00,0.00
10,19,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.10,12.10,0.00,0.00,0.00,0.00
10,19,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.05,12.05,0.00,0.00,0.00,0.00
10,19,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,0.00
10,19,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.85,11.85,0.00,0.00,0.00,0.00
10,19,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,11.70,0.00,0.00,0.00,0.00
10,19,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.55,11.55,0.00,0.00,0.00,0.00
10,19,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,11.40,0.00,0.00,0.00,0.00
10,19,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.35,11.35,0.00,0.00,0.00,0.00
10,19,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,11.30,0.00,0.00,0.00,0.00
10,19,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.45,11.45,0.00,0.00,0.00,0.00
10,19,6,30,0.02,0.00,0.02,0.00,0.02,2.36,2.32,345.88,6.82,12.41,11.60,100.63,23.40,0.02,0.02
10,19,7,0,0.12,0.08,0.04,0.00,0.09,7.81,7.67,352.29,22.17,16.84,12.75,65.92,15.33,0.08,0.08
10,19,7,30,0.20,0.13,0.06,0.00,0.16,12.89,12.66,355.65,36.25,20.53,13.90,67.07,15.60,0.13,0.13
10,19,8,0,0.31,0.23,0.08,0.00,0.26,21.33,20.95,332.75,64.10,26.80,16.25,69.78,16.23,0.22,0.22
10,19,8,30,0.42,0.33,0.09,0.00,0.36,32.13,31.55,353.54,90.89,33.04,18.60,76.76,17.85,0.33,0.33
10,19,9,0,0.52,0.42,0.10,0.00,0.45,46.29,45.45,384.86,120.27,36.91,19.20,90.17,20.97,0.48,0.47
10,19,9,30,0.62,0.51,0.11,0.00,0.53,54.30,49.50,383.75,141.51,40.75,19.80,83.04,20.81,0.56,0.51
10,19,10,0,0.69,0.57,0.11,0.00,0.59,60.04,49.50,381.76,157.28,44.27,20.90,74.43,20.62,0.62,0.51
10,19,10,30,0.76,0.64,0.12,0.00,0.66,65.64,49.50,379.41,173.01,47.80,22.00,67.40,20.41,0.68,0.51
10,19,11,0,0.80,0.67,0.12,0.00,0.69,68.54,49.50,378.57,181.05,49.21,22.15,64.29,20.33,0.71,0.51
10,19,11,30,0.83,0.70,0.13,0.00,0.73,71.44,49.50,377.66,189.17,50.63,22.30,61.41,20.24,0.74,0.51
10,19,12,0,0.83,0.70,0.13,0.00,0.72,70.91,49.50,377.74,187.72,50.45,22.35,61.90,20.25,0.73,0.51
10,19,12,30,0.82,0.69,0.13,0.00,0.71,70.42,49.50,377.80,186.39,50.29,22.40,62.36,20.26,0.73,0.51
10,19,13,0,0.79,0.66,0.12,0.00,0.68,67.68,49.50,378.22,178.94,49.33,22.60,65.07,20.32,0.70,0.51
10,19,13,30,0.75,0.63,0.12,0.00,0.65,64.96,49.50,378.58,171.59,48.39,22.80,67.97,20.37,0.67,0.51
