#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
1,4,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00
1,4,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,2.05,0.00,0.00,0.00,0.00
1,4,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00
1,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,2.10,0.00,0.00,0.00,0.00
1,5,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,2.10,0.00,0.00,0.00,0.00
1,5,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,1.95,0.00,0.00,0.00,0.00
1,5,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00
1,5,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,1.85,0.00,0.00,0.00,0.00
1,5,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00
1,5,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.30,0.00,0.00,0.00,0.00
1,5,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,5,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.55,0.00,0.00,0.00,0.00
1,5,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00
1,5,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.00
1,5,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.00
1,5,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00
1,5,6,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00
1,5,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.60,0.00,0.00,0.00,0.00
1,5,7,30,0.02,0.00,0.02,0.00,0.02,2.11,2.08,350.99,6.02,3.69,3.00,105.35,24.50,0.02,0.02
1,5,8,0,0.13,0.09,0.04,0.00,0.09,8.83,8.67,334.95,26.36,8.01,3.50,67.57,15.72,0.09,0.09
1,5,8,30,0.20,0.13,0.07,0.00,0.15,14.51,14.25,352.07,41.21,10.90,4.00,72.57,16.88,0.15,0.15
1,5,9,0,0.25,0.14,0.11,0.00,0.20,23.05,22.63,392.01,58.80,13.28,4.80,93.78,21.81,0.24,0.23
1,5,9,30,0.30,0.14,0.16,0.00,0.25,27.78,27.28,393.36,70.63,15.83,5.60,93.69,21.79,0.29,0.28
1,5,10,0,0.41,0.23,0.18,0.00,0.33,37.86,37.18,396.52,95.49,20.18,6.20,93.47,21.74,0.39,0.38
1,5,10,30,0.51,0.32,0.19,0.00,0.42,46.85,46.01,396.84,118.06,24.18,6.80,93.03,21.64,0.48,0.48
1,5,11,0,0.46,0.24,0.22,0.00,0.39,42.61,41.84,396.83,107.38,22.27,6.50,93.26,21.69,0.44,0.43
1,5,11,30,0.42,0.17,0.25,0.00,0.36,38.31,37.62,396.58,96.59,20.34,6.20,93.45,21.74,0.40,0.39
1,5,12,0,0.39,0.13,0.26,0.00,0.34,35.73,35.08,396.07,90.20,19.49,6.30,93.49,21.74,0.37,0.36
1,5,12,30,0.35,0.09,0.26,0.00,0.32,32.51,31.93,395.30,82.25,18.40,6.40,93.52,21.75,0.34,0.33
1,5,13,0,0.31,0.07,0.24,0.00,0.29,28.93,28.41,393.06,73.59,17.12,6.45,93.53,21.75,0.30,0.29
1,5,13,30,0.28,0.05,0.22,0.00,0.25,25.38,24.92,391.74,64.78,15.86,6.50,93.50,21.75,0.26,0.26
1,5,14,0,0.36,0.16,0.20,0.00,0.30,33.13,32.54,394.91,83.90,19.29,7.05,93.39,21.72,0.34,0.34
1,5,14,30,0.44,0.26,0.18,0.00,0.36,40.23,39.50,395.65,101.68,22.51,7.60,93.12,21.66,0.42,0.41
1,5,15,0,0.36,0.21,0.15,0.00,0.29,33.10,32.50,394.45,83.91,19.84,7.60,93.28,21.70,0.34,0.34
1,5,15,30,0.28,0.16,0.12,0.00,0.22,25.85,25.38,391.04,66.10,17.16,7.60,93.30,21.70,0.27,0.26
1,5,16,0,0.18,0.10,0.08,0.00,0.14,16.90,16.59,386.86,43.67,12.75,6.50,93.33,21.71,0.17,0.17
1,5,16,30,0.08,0.03,0.05,0.00,0.06,6.73,6.61,376.23,17.90,8.20,5.40,82.94,19.29,0.07,0.07
1,5,17,0,0.03,0.00,0.03,0.00,0.02,2.62,2.57,353.71,7.41,5.30,4.40,101.05,23.50,0.03,0.03
1,5,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,3.40,0.00,0.00,0.00,0.00
1,5,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.65,0.00,0.00,0.00,0.00
1,5,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00
1,5,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,1.45,0.00,0.00,0.00,0.00
1,5,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1,5,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.65,0.00,0.00,0.00,0.00
1,5,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00
1,5,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,5,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-0.30,0.00,0.00,0.00,0.00
1,5,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-0.30,0.00,0.00,0.00,0.00
1,5,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-0.30,0.00,0.00,0.00,0.00
1,5,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,-0.35,0.00,0.00,0.00,0.00
1,5,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,-0.40,0.00,0.00,0.00,0.00
1,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.00
1,6,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.00
1,6,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00
1,6,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00
1,6,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00
1,6,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,6,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00
1,6,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00
1,6,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00
1,6,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,6,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00
1,6,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00
1,6,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.00,0.00,0.00
1,6,6,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
1,6,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,6,7,30,0.03,0.00,0.03,0.00,0.03,2.61,2.56,356.28,7.32,1.78,0.90,102.02,23.73,0.03,0.03
1,6,8,0,0.04,0.00,0.04,0.00,0.04,4.03,3.96,364.82,11.05,2.53,1.10,97.21,22.61,0.04,0.04
1,6,8,30,0.06,0.00,0.06,0.00,0.06,5.39,5.29,370.76,14.54,3.25,1.30,95.53,22.22,0.06,0.05
1,6,9,0,0.11,0.01,0.11,0.00,0.11,10.58,10.39,381.78,27.72,6.59,2.70,93.95,21.85,0.11,0.11
1,6,9,30,0.17,0.01,0.16,0.00,0.16,16.02,15.74,387.97,41.30,10.00,4.10,93.74,21.80,0.17,0.16
1,6,10,0,0.30,0.11,0.19,0.00,0.26,27.54,27.04,393.23,70.03,15.79,5.65,93.68,21.79,0.28,0.28
1,6,10,30,0.42,0.19,0.22,0.00,0.35,38.25,37.56,395.73,96.66,21.35,7.20,93.26,21.69,0.40,0.39
1,6,11,0,0.53,0.35,0.18,0.00,0.43,48.01,47.15,395.86,121.28,25.81,7.95,92.74,21.57,0.50,0.49
1,6,11,30,0.63,0.50,0.13,0.00,0.51,56.94,49.50,394.97,144.16,30.04,8.70,81.49,21.41,0.59,0.51
1,6,12,0,0.52,0.32,0.20,0.00,0.43,47.23,46.38,395.38,119.44,26.03,8.45,92.67,21.55,0.49,0.48
1,6,12,30,0.40,0.13,0.26,0.00,0.35,36.29,35.64,394.57,91.97,21.65,8.20,93.11,21.65,0.38,0.37
1,6,13,0,0.36,0.11,0.25,0.00,0.32,32.97,32.38,393.92,83.70,20.41,8.20,93.16,21.67,0.34,0.33
1,6,13,30,0.32,0.08,0.24,0.00,0.29,29.68,29.14,391.86,75.73,19.19,8.20,93.19,21.67,0.31,0.30
1,6,14,0,0.30,0.08,0.22,0.00,0.26,27.29,26.80,391.05,69.78,18.35,8.25,93.18,21.67,0.28,0.28
1,6,14,30,0.27,0.07,0.20,0.00,0.24,24.95,24.50,390.11,63.95,17.54,8.30,93.16,21.67,0.26,0.25
1,6,15,0,0.20,0.04,0.16,0.00,0.18,18.15,17.82,386.58,46.94,14.78,8.05,93.08,21.65,0.19,0.18
1,6,15,30,0.12,0.01,0.11,0.00,0.11,11.12,10.92,378.69,29.36,11.93,7.80,92.99,21.63,0.11,0.11
1,6,16,0,0.09,0.01,0.08,0.00,0.08,7.92,7.78,372.56,21.27,10.28,7.35,93.33,21.71,0.08,0.08
1,6,16,30,0.05,0.01,0.04,0.00,0.05,4.75,4.67,366.09,12.98,8.71,6.90,90.74,21.10,0.05,0.05
1,6,17,0,0.02,0.00,0.02,0.00,0.02,2.39,2.34,350.50,6.81,7.16,6.35,102.02,23.73,0.02,0.02
1,6,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,5.80,0.00,0.00,0.00,0.00
1,6,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.25,4.25,0.00,0.00,0.00,0.00
1,6,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,2.70,0.00,0.00,0.00,0.00
1,6,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.65,0.00,0.00,0.00,0.00
1,6,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00
1,6,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00
1,6,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00
1,6,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00
1,6,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.60,0.00,0.00,0.00,0.00
1,6,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,1.55,0.00,0.00,0.00,0.00
1,6,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00
1,6,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00
1,6,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00
1,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.20,0.00,0.00,0.00,0.00
1,7,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.20,0.00,0.00,0.00,0.00
1,7,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1,7,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.00
1,7,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00,0.00
1,7,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,7,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.00
1,7,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.00,0.00,0.00,0.00
1,7,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,7,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
1,7,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00
1,7,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,7,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.30,0.00,0.00,0.00,0.00
1,7,6,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00
1,7,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,2.55,0.00,0.00,0.00,0.00
1,7,7,30,0.02,0.00,0.02,0.00,0.02,2.31,2.27,352.41,6.56,3.97,3.20,103.49,24.07,0.02,0.02
1,7,8,0,0.11,0.06,0.05,0.00,0.08,7.54,7.40,344.56,21.87,7.89,4.25,71.40,16.61,0.08,0.08
1,7,8,30,0.17,0.08,0.08,0.00,0.13,12.22,12.00,366.24,33.36,10.93,5.30,74.89,17.42,0.13,0.12
1,7,9,0,0.24,0.13,0.12,0.00,0.19,22.38,21.97,390.67,57.28,14.36,6.10,93.54,21.76,0.23,0.23
1,7,9,30,0.32,0.17,0.15,0.00,0.26,29.58,29.05,394.10,75.06,17.82,6.90,93.44,21.73,0.31,0.30
1,7,10,0,0.44,0.31,0.13,0.00,0.35,40.52,39.79,395.33,102.49,23.03,8.00,93.03,21.64,0.42,0.41
1,7,10,30,0.55,0.44,0.11,0.00,0.44,50.36,49.12,394.82,127.56,27.91,9.10,91.74,21.48,0.52,0.51
1,7,11,0,0.54,0.37,0.18,0.00,0.44,49.38,48.38,394.59,125.14,27.80,9.35,92.15,21.48,0.51,0.50
1,7,11,30,0.53,0.29,0.24,0.00,0.44,48.13,47.27,394.35,122.06,27.58,9.60,92.37,21.48,0.50,0.49
1,7,12,0,0.44,0.19,0.25,0.00,0.37,39.94,39.22,394.44,101.27,23.79,8.95,92.85,21.60,0.41,0.41
1,7,12,30,0.33,0.09,0.24,0.00,0.30,30.35,29.81,393.17,77.20,19.54,8.30,93.17,21.67,0.31,0.31
1,7,13,0,0.44,0.21,0.23,0.00,0.37,40.30,39.58,394.34,102.20,24.08,9.10,92.81,21.59,0.42,0.41
1,7,13,30,0.54,0.33,0.21,0.00,0.45,49.27,48.30,394.08,125.04,28.33,9.90,92.08,21.45,0.51,0.50
1,7,14,0,0.45,0.24,0.21,0.00,0.37,41.00,40.26,394.06,104.04,24.76,9.50,92.70,21.56,0.42,0.42
1,7,14,30,0.35,0.15,0.20,0.00,0.29,32.14,31.56,392.96,81.78,21.02,9.10,92.99,21.63,0.33,0.33
1,7,15,0,0.29,0.12,0.16,0.00,0.24,26.42,25.95,390.28,67.70,18.60,8.80,93.07,21.65,0.27,0.27
1,7,15,30,0.22,0.09,0.13,0.00,0.19,20.61,20.24,387.80,53.15,16.14,8.50,93.05,21.64,0.21,0.21
1,7,16,0,0.14,0.05,0.09,0.00,0.11,12.75,12.52,380.44,33.51,12.88,8.15,92.93,21.61,0.13,0.13
1,7,16,30,0.05,0.00,0.05,0.00,0.05,4.68,4.60,363.41,12.89,9.54,7.80,92.92,21.61,0.05,0.05
1,7,17,0,0.03,0.00,0.03,0.00,0.02,2.50,2.46,350.72,7.13,7.95,7.10,101.03,23.50,0.03,0.03
1,7,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.40,6.40,0.00,0.00,0.00,0.00
1,7,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,5.80,0.00,0.00,0.00,0.00
1,7,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,5.20,0.00,0.00,0.00,0.00
1,7,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00
1,7,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,3.50,0.00,0.00,0.00,0.00
1,7,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.95,2.95,0.00,0.00,0.00,0.00
1,7,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,0.00,0.00,0.00,0.00
1,7,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,2.10,0.00,0.00,0.00,0.00
1,7,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00
1,7,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.75,0.00,0.00,0.00,0.00
1,7,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00
1,7,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00
1,7,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00
1,8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00
1,8,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00
1,8,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.20,0.00,0.00,0.00,0.00
1,8,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1,8,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.05,0.00,0.00,0.00,0.00
1,8,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,1.10,0.00,0.00,0.00,0.00
1,8,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.00,0.00,0.00,0.00
1,8,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00,0.00
1,8,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00
1,8,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-0.30,0.00,0.00,0.00,0.00
1,8,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00
1,8,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.00
1,8,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.65,0.00,0.00,0.00,0.00
1,8,6,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00
1,8,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00,0.00
1,8,7,30,0.02,0.00,0.02,0.00,0.02,1.91,1.88,350.77,5.46,1.61,1.00,108.30,25.19,0.02,0.02
1,8,8,0,0.15,0.12,0.03,0.00,0.09,9.59,9.42,316.84,30.27,7.57,2.45,64.58,15.02,0.10,0.10
1,8,8,30,0.23,0.17,0.05,0.00,0.16,15.23,14.95,338.07,45.04,11.65,3.90,67.81,15.77,0.16,0.15
1,8,9,0,0.33,0.27,0.07,0.00,0.25,30.81,30.25,395.22,77.95,17.30,5.95,93.62,21.77,0.32,0.31
1,8,9,30,0.44,0.36,0.08,0.00,0.34,40.16,39.44,395.29,101.60,22.90,8.00,93.04,21.64,0.42,0.41
1,8,10,0,0.52,0.43,0.09,0.00,0.41,47.32,46.47,395.43,119.66,26.02,8.40,92.67,21.55,0.49,0.48
1,8,10,30,0.60,0.49,0.10,0.00,0.48,54.16,49.50,395.02,137.12,29.07,8.80,85.81,21.45,0.56,0.51
1,8,11,0,0.64,0.53,0.11,0.00,0.52,58.04,49.50,394.66,147.05,30.74,8.95,79.84,21.38,0.60,0.51
1,8,11,30,0.69,0.57,0.12,0.00,0.56,61.98,49.50,394.16,157.25,32.45,9.10,74.49,21.30,0.64,0.51
1,8,12,0,0.70,0.58,0.12,0.00,0.57,62.81,49.50,393.87,159.47,32.99,9.30,73.42,21.28,0.65,0.51
1,8,12,30,0.71,0.59,0.12,0.00,0.58,63.77,49.50,393.56,162.04,33.59,9.50,72.21,21.25,0.66,0.51
1,8,13,0,0.68,0.57,0.12,0.00,0.55,61.64,49.50,393.45,156.66,33.11,9.85,74.78,21.27,0.64,0.51
1,8,13,30,0.66,0.55,0.11,0.00,0.53,59.64,49.50,393.30,151.63,32.69,10.20,77.35,21.28,0.62,0.51
1,8,14,0,0.60,0.50,0.10,0.00,0.48,54.48,49.50,393.52,138.44,30.82,10.35,84.97,21.36,0.56,0.51
1,8,14,30,0.55,0.45,0.10,0.00,0.43,49.47,48.45,393.52,125.71,29.03,10.50,91.85,21.42,0.51,0.50
1,8,15,0,0.46,0.37,0.08,0.00,0.35,41.60,40.85,393.26,105.78,25.97,10.45,92.48,21.51,0.43,0.42
1,8,15,30,0.37,0.29,0.07,0.00,0.28,33.52,32.91,392.15,85.47,22.87,10.40,92.71,21.56,0.35,0.34
1,8,16,0,0.26,0.19,0.06,0.00,0.19,23.43,23.01,388.20,60.36,18.51,9.80,92.85,21.59,0.24,0.24
1,8,16,30,0.14,0.09,0.05,0.00,0.10,10.05,9.87,365.93,27.47,13.87,9.20,74.31,17.28,0.10,0.10
1,8,17,0,0.03,0.00,0.03,0.00,0.02,2.61,2.56,350.67,7.45,9.00,8.10,100.10,23.28,0.03,0.03
1,8,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00
1,8,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.85,6.85,0.00,0.00,0.00,0.00
1,8,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,6.70,0.00,0.00,0.00,0.00
1,8,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.85,6.85,0.00,0.00,0.00,0.00
1,8,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00
1,8,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.65,6.65,0.00,0.00,0.00,0.00
1,8,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,6.30,0.00,0.00,0.00,0.00
1,8,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00
1,8,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,6.20,0.00,0.00,0.00,0.00
1,8,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.10,6.10,0.00,0.00,0.00,0.00
1,8,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00
1,8,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,5.80,0.00,0.00,0.00,0.00
1,8,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,5.60,0.00,0.00,0.00,0.00
1,9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,5.30,0.00,0.00,0.00,0.00
1,9,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,5.30,0.00,0.00,0.00,0.00
1,9,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.15,5.15,0.00,0.00,0.00,0.00
1,9,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00
1,9,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,4.70,0.00,0.00,0.00,0.00
1,9,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,4.40,0.00,0.00,0.00,0.00
1,9,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,3.90,0.00,0.00,0.00,0.00
